,Unnamed: 0,r_index,book_id,authors,original_title,image_url,average_rating,ratings_count,genre,cleaned_desc
7765,7765,8283,138684,C.J. Sansom,Sovereign ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440215651l/138684._SY475_.jpg,4.28,11071,"mystery, fiction",henry viii sets quell rebellion north transport dangerous conspirator back london questioning lawyer matthew shardlake finds investigating murder local glazier unsettling ties royal family case discovers cache secret papers throw royal line s legitimacy question author dissolution reprint
7766,7766,8285,440960,"Grant Morrison, Andy Kubert, John Van Fleet, Jesse Delperdang",Batman: Batman and Son,https://images.gr-assets.com/books/1328217465l/440960.jpg,3.81,10188,"comics, fiction",talia batman s one time love returns child named damian claims batman s son takes misguided boy one destroy batman
7767,7767,8286,101255,Harold McGee,On Food and Cooking: The Science and Lore of the Kitchen,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347221060l/101255.jpg,4.48,10631,"cookbooks, science",kitchen classic nearly 35 years hailed time magazine a minor masterpiece first appeared 1984 food cooking bible food lovers professional chefs worldwide turn understanding foods come from exactly they re made of cooking transforms something new delicious twentieth anniversary harold mcgee prepared new fully revised updated edition food cooking rewritten text almost completely expanded two thirds commissioned 100 new illustrations compulsively readable engaging ever new food cooking provides countless eye opening insights food preparation enjoyment food cooking pioneered translation technical food science cook friendly kitchen science helped birth inventive culinary movement known molecular gastronomy though books written kitchen science food cooking remains unmatched accuracy clarity thoroughness explanations intriguing way blends science historical evolution foods cooking techniques among major themes addressed throughout new edition are traditional modern methods food production influences food quality great diversity methods people different places times prepared ingredients tips selecting best ingredients preparing successfully particular substances give foods flavors give us pleasure evolving knowledge health benefits risks foods food cooking invaluable monumental compendium basic information ingredients cooking methods pleasures eating delight fascinate anyone ever cooked savored wondered food
7768,7768,8287,668710,"Michael Buckley, Peter Ferguson",Magic and Other Misdemeanors,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1425243201l/668710.jpg,4.29,15038,"fantasy, mystery",fans fractured fairy tales delighted discover fantasy mystery adventure humor beloved new york times bestselling sisters grimm series michael buckley new cover art nine wildly popular books favorites around world among first books bring distinctly girl power spin fairy tales a trend followed hit television series movies grimm maleficent bestselling book series land stories more now books one six smash hit series appear new covers books seven eight nine available revised editions soon
7769,7769,8288,9962040,Maya Banks,In Bed with a Highlander,https://images.gr-assets.com/books/1348705921l/9962040.jpg,4.05,20529,"romance, fiction",highland warrior ewan mccabe finds plans reclaim thwarted mairin illegitimate daughter king forced marry and could salvation clan
7770,7770,8289,577283,William Styron,The Confessions of Nat Turner,https://images.gr-assets.com/books/1406138384l/577283.jpg,3.96,11535,"fiction, classics",twenty fifth anniversary edition pulitzer prize winning novel based true story abortive slave rebellion 1831 gives chilling account noble man s moral decline reissue
7771,7771,8290,18931,Jodee Blanco,Please Stop Laughing at Me... One Woman's Inspirational Story,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1420925136l/18931.jpg,3.84,9178,"memoir, nonfiction",children daydreaming dances first kisses college jodee blanco trying figure go homeroom study hall without taunted spit upon walked halls powerful unforgettable memoir chronicles one child shunnedand even physically abusedby classmates elementary school high school unflinching look means outcast even loving parents get wrong schools often unable prevent disaster bullying misunderstood mishandled mental health community shocked moved ultimately inspired harrowing tale survival insurmountable odds vivid story open eyes harsh realities long term consequences bullyingand us make difference lives teens today
7772,7772,8292,9712341,Gemma Burgess,A Girl Like You,https://images.gr-assets.com/books/1289919160l/9712341.jpg,3.95,12117,"romance, contemporary",breaking boyfriend abigail wood must learn single scratch dating skills abysmal ricochets disaster disaster robert one london s notorious lotharios agrees coach her learns navigate bar scene practices art bulletproof
7773,7773,8294,7081,John Scalzi,The Android's Dream,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441762412l/7081._SY475_.jpg,3.97,11476,"fiction, fantasy",avoid interstellar incident ex cop hacker harry creek aided brian javna childhood friend turned ai searches rare type sheep used alien race s coronation ceremony following trail leads pet store owner robin baker whose genes contain traces sheep dna author old man s war reprint
7774,7774,8295,3291,Isabel Allende,Cuentos de Eva Luna,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439782373l/3291.jpg,3.96,10862,"fiction, romance",eva luna amante revolucionaria narradora reclinada en la cama con su amante le cuenta una historia que nunca ha contado antes nadie en veintitres vivdos fascinantes relatos sobre guerrilleros nigromantes seductores tiranos diplomticos acrbatas en esta estupenda coleccin de cuentos isabel allende contina la magia de su muy elogiada novela eva luna
7775,7775,8296,7579,Lama Surya Das,Awakening the Buddha Within : Tibetan Wisdom for the Western World,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442401545l/7579._SY475_.jpg,4.18,9912,"spirituality, religion",drawing three decades learning spiritual masters asia american lama illuminates sacred wisdom practices buddhism shows readers integrate lives relationships careers reprint 50 000 ad promo tour
7776,7776,8297,11821514,Edie Claire,Long Time Coming,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328346826l/11821514.jpg,3.77,9327,"romance, mystery",long time comingedie claire
7777,7777,8298,33906,Sara Zarr,Story of a Girl,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436244825l/33906._SY475_.jpg,3.67,14282,"fiction, contemporary",story girlsara zarr
7778,7778,8299,18108795,Lee Child,High Heat,https://images.gr-assets.com/books/1467986444l/18108795.jpg,3.93,4842,"thriller, fiction",published exclusively ebook long short story thriller master lee child teenage reacher also available middle name collected jack reacher stories july 1977 jack reacher almost seventeen stops new york way south korea visit brother west point summer heat suffocating fires raging bronx city bankrupt mad gunman known son sam still loose reacher meets woman problem agrees help power grid fails lights go out plunging lawless city never sleeps chaos visiting teenager dark visiting teenager jack reacher answer is plenty dont miss exciting preview lee childs latest jack reacher novel never go back
7779,7779,8301,13252406,J.D. Robb,Delusion in Death,https://images.gr-assets.com/books/1334022208l/13252406.jpg,4.31,13716,"mystery, romance",delusion deathj d robb
7780,7780,8302,504369,David Weber,Field of Dishonor,https://images.gr-assets.com/books/1321561655l/504369.jpg,4.19,13157,"fiction, fantasy",captain honor harrington returns home manticore caught unexpected political crisis becomes target revenge enemy pavel young helped get dismissed navy
7781,7781,8303,13235689,David Byrne,How Music Works,https://images.gr-assets.com/books/1340792878l/13235689.jpg,3.95,10163,"music, nonfiction",music worksdavid byrne
7782,7782,8304,18404093,Mary Kay Andrews,Save the Date,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390618287l/18404093.jpg,3.87,11080,"romance, fiction",save datemary kay andrews
7783,7783,8305,10006,Paul Auster,Oracle Night,https://images.gr-assets.com/books/1328287302l/10006.jpg,3.77,8827,"fiction, contemporary",recovering near fatal illness sidney orr thirty four year old novelist purchases mysterious blue notebook brooklyn stationery shop drawn bizarre world eerie premonitions baffling events
7784,7784,8306,40526,Jack Finney,Time and Again,https://images.gr-assets.com/books/1393198563l/40526.jpg,3.98,11251,"fiction, fantasy",simon morley selected secret government agency test einstein s theory past co existing present transported back 1880s new york
7785,7785,8307,22027055,Heather Burch,One Lavender Ribbon ,https://images.gr-assets.com/books/1401681451l/22027055.jpg,3.78,9175,"romance, fiction",stack long hidden love letters wwii war hero inspire heartbroken woman love again reeling bitter divorce adrienne carter abandons chicago retreats sun sand beauty southern florida throwing restoration dilapidated old victorian beach house early renovations discovers tin box hidden away attic reveals emotional letters wwii paratrooper young woman lived house half century earlier old lettersincredibly poetic romantictranscend time arouse adrienne curiosity leads track writer letters william pops bryant old man living nearby town handsome overprotective grandson will adrienne begins unravel secrets letters and bryants finds yet willing give entirely love
7786,7786,8308,1022866,"Nicky Cruz, Jamie Buckingham",Run Baby Run,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436560736l/1022866._SY475_.jpg,4.21,10697,"christian, biography",one influential christian books modern times 12 million copies sold worldwide book helped forge new consciousness generations believers re issued dramatic new cover compelling foreword tim dilena emphasize place heart contemporary christian literature
7787,7787,8309,539282,August Wilson,Fences (The Century Cycle #6),https://images.gr-assets.com/books/1481833774l/539282.jpg,3.84,11991,"classics, fiction",1950s troy maxson struggles racism tries preserve feelings pride himself
7788,7788,8310,78629,Richard Wurmbrand,Tortured for Christ,https://images.gr-assets.com/books/1419182359l/78629.jpg,4.34,9622,"biography, christian",months solitary confinement years periodic physical torture constant suffering hunger cold anguish brain washing mental cruelty experiences romanian pastor fourteen years communist prisons crime like thousands others fervent belief jesus christ public witness concerning faith meeting homes basements woods sometimes daring preach public street corners faithful souls persisted christian witness knowing full well ultimate cost actions story classic account courage tenacious faith unbelievable endurance history underground church reflects continuing struggle many parts world today page 4 cover
